game_time,play_mode,player_no,team,team_side,robot_world_x,robot_world_y,robot_world_z,role,ball_visible,ball_rel_x,ball_rel_y,ball_rel_z,ball_world_x,ball_world_y,ball_world_z,goal_rel_x,goal_rel_y,nearest_teammate_id,nearest_teammate_world_x,nearest_teammate_world_y,nearest_teammate_dist_to_ball,event
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,,,,,,,,,,,,,kickoff_start
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,18.538,-22.718,-4.665,44.926,-1.728,-4.692,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,1,29.335,-3.591,-2.388,27.762,8.939,-2.91,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,29.602,-1.29,-1.099,25.434,9.421,-1.322,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,1,29.64,-0.983,-0.466,24.453,9.556,-0.412,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,29.648,-0.855,-0.067,23.904,9.597,0.345,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,1,29.668,-0.663,-0.502,23.293,9.65,0.302,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,29.681,-0.523,-0.509,22.986,9.671,0.384,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,1,29.695,-0.42,-0.352,22.668,9.684,0.71,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,0,29.696,-0.327,-0.364,22.532,9.686,0.741,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-20.0,0.0,attacker,1,29.709,-0.223,-0.187,22.423,9.695,0.832,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.92,0.0,attacker,0,29.691,-0.388,-0.155,22.375,9.762,0.745,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.84,0.0,attacker,1,29.686,-0.404,-1.13,22.208,9.861,-0.719,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.76,0.0,attacker,0,29.659,0.005,-0.525,22.02,9.883,-1.113,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.68,0.0,attacker,1,29.588,0.134,1.121,21.971,9.922,-0.69,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.6,0.0,attacker,0,29.462,0.124,2.06,22.141,9.931,0.432,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.52,0.0,attacker,1,29.441,-0.062,1.522,22.31,9.953,0.556,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.44,0.0,attacker,0,29.358,0.044,1.809,22.344,9.972,0.052,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.36,0.0,attacker,1,29.361,-0.154,0.707,22.38,9.947,-1.879,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.28,0.0,attacker,0,29.319,-0.305,-0.459,22.417,9.914,-2.732,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.2,0.0,attacker,1,29.236,-0.337,-2.06,22.471,9.919,-3.308,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.12,0.0,attacker,0,29.163,-0.402,-2.399,22.403,10.002,-2.851,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-19.04,0.0,attacker,1,29.176,-0.402,0.25,22.168,10.133,-0.639,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-18.96,0.0,attacker,0,29.052,-0.545,1.244,22.098,10.099,1.202,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-18.88,0.0,attacker,1,28.983,-0.395,1.402,21.893,10.093,1.642,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-18.8,0.0,attacker,0,28.942,-0.331,1.08,21.804,10.127,1.444,,,,,,,
0.0,Unknown,4,RedTeam,,22.0,-18.72,0.0,attacker,1,28.929,-0.126,0.227,21.659,10.201,0.643,,,,,,,
