game_time,play_mode,player_no,team,team_side,robot_world_x,robot_world_y,robot_world_z,role,ball_visible,ball_rel_x,ball_rel_y,ball_rel_z,ball_world_x,ball_world_y,ball_world_z,goal_rel_x,goal_rel_y,nearest_teammate_id,nearest_teammate_world_x,nearest_teammate_world_y,nearest_teammate_dist_to_ball,event
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,0,19.623,6.682,-3.424,13.533,0.35,-3.554,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,1,20.852,2.427,-0.561,7.776,-0.968,-0.871,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,0,20.973,1.038,-0.192,6.196,-0.983,-0.251,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,1,20.996,-0.022,-0.418,5.496,-0.945,-0.158,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,0,20.993,-0.225,-0.5,5.502,-0.946,0.05,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,1,20.996,-0.286,-0.271,5.615,-0.948,0.527,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,0,20.998,-0.235,-0.133,5.696,-0.947,0.729,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,1,20.999,-0.147,0.0,5.786,-0.948,0.836,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,0,20.99,-0.078,0.113,5.8,-0.937,0.892,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,20.0,0.0,attacker,1,20.989,0.073,0.212,5.806,-0.937,0.904,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.917,0.0,attacker,0,20.962,0.046,0.23,5.82,-0.994,0.901,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.834,0.0,attacker,1,20.914,-0.183,1.027,5.909,-1.043,1.201,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.751,0.0,attacker,0,20.87,0.082,0.99,5.889,-1.106,0.549,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.668,0.0,attacker,1,20.858,0.251,0.069,5.843,-1.14,-0.913,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.585,0.0,attacker,0,20.808,0.028,-0.497,5.848,-1.158,-1.268,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.502,0.0,attacker,1,20.74,-0.029,0.029,5.868,-1.168,-1.272,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.419,0.0,attacker,0,20.622,-0.007,0.937,5.912,-1.174,-0.941,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.336,0.0,attacker,1,20.548,-0.201,0.933,5.91,-1.199,-0.511,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.253,0.0,attacker,0,20.488,-0.26,0.374,5.938,-1.198,-0.781,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.17,0.0,attacker,1,20.412,-0.043,0.574,6.099,-1.19,-1.277,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.087,0.0,attacker,0,20.351,-0.233,-0.687,6.171,-1.171,-1.897,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,19.004,0.0,attacker,1,20.272,-0.357,-1.009,6.363,-1.203,-1.835,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,18.921,0.0,attacker,0,20.217,-0.177,-0.484,6.541,-1.261,-1.211,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,18.838,0.0,attacker,1,20.116,-0.169,0.379,6.605,-1.265,-0.734,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,18.755,0.0,attacker,0,20.005,-0.169,0.851,6.676,-1.264,-0.298,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,18.672,0.0,attacker,1,19.959,-0.098,0.164,6.724,-1.283,-0.356,,,,,,,
0.0,Unknown,11,RedTeam,,7.0,18.589,0.0,attacker,0,19.852,0.057,0.921,6.732,-1.273,-0.62,,,,,,,
