game_time,play_mode,player_no,team,team_side,robot_world_x,robot_world_y,robot_world_z,role,ball_visible,ball_rel_x,ball_rel_y,ball_rel_z,ball_world_x,ball_world_y,ball_world_z,goal_rel_x,goal_rel_y,nearest_teammate_id,nearest_teammate_world_x,nearest_teammate_world_y,nearest_teammate_dist_to_ball,event
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,kickoff_start
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.435,2.782,-0.993,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.614,0.128,-0.515,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.619,0.058,-0.181,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.619,0.223,0.016,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.606,0.358,0.231,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.539,-0.666,1.214,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.533,-0.801,-0.411,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.438,-0.962,0.745,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.343,-0.746,1.085,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.315,-0.651,-0.872,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.256,-0.792,0.077,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.167,-0.659,0.388,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.108,-0.294,0.04,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,23.05,-0.632,-0.233,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,22.962,-0.609,0.128,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,22.878,-0.252,0.683,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,0,,,,,,,,,,,,,
0.0,Unknown,5,RedTeam,,,,,attacker,1,22.832,-0.442,-0.403,,,,,,,,,,
