game_time,play_mode,player_no,team,team_side,robot_world_x,robot_world_y,robot_world_z,role,ball_visible,ball_rel_x,ball_rel_y,ball_rel_z,ball_world_x,ball_world_y,ball_world_z,goal_rel_x,goal_rel_y,nearest_teammate_id,nearest_teammate_world_x,nearest_teammate_world_y,nearest_teammate_dist_to_ball,event
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,,,,,,,,,,,,,kickoff_start
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,22.134,19.395,-3.775,41.164,-2.303,-3.956,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,1,29.199,5.059,-0.973,24.49,-9.508,-1.486,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,29.572,2.123,-0.345,21.23,-9.636,-0.509,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,1,29.643,0.119,-0.626,19.693,-9.559,-0.263,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,29.641,-0.235,-0.706,19.674,-9.559,0.07,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,1,29.648,-0.321,-0.181,19.748,-9.549,0.942,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,29.649,-0.285,0.014,19.829,-9.548,1.144,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,1,29.639,-0.186,0.124,19.888,-9.54,1.217,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,0,29.639,-0.078,0.259,19.916,-9.537,1.314,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,20.0,0.0,attacker,1,29.627,0.145,0.424,19.894,-9.522,1.4,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.917,0.0,attacker,0,29.61,0.134,0.465,19.906,-9.59,1.379,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.834,0.0,attacker,1,29.535,-0.155,1.796,19.998,-9.617,2.052,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.751,0.0,attacker,0,29.547,0.227,0.953,19.912,-9.735,0.486,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.668,0.0,attacker,1,29.55,0.356,-1.032,19.872,-9.731,-2.361,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.585,0.0,attacker,0,29.496,-0.09,-1.489,19.936,-9.757,-2.653,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.502,0.0,attacker,1,29.468,-0.144,0.319,19.855,-9.83,-1.866,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.419,0.0,attacker,0,29.33,-0.116,1.766,20.02,-9.886,-0.838,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.336,0.0,attacker,1,29.267,-0.429,1.867,20.112,-9.933,0.091,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.253,0.0,attacker,0,29.218,-0.29,1.774,20.289,-9.95,-1.083,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.17,0.0,attacker,1,29.242,-0.587,-0.362,20.445,-9.78,-3.881,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.087,0.0,attacker,0,29.122,-0.859,-2.143,20.836,-9.846,-3.865,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,19.004,0.0,attacker,1,29.13,-0.498,-1.44,21.427,-10.039,-2.658,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.921,0.0,attacker,0,29.092,-0.216,-0.21,21.669,-10.142,-1.283,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.838,0.0,attacker,1,28.957,-0.232,1.563,21.799,-10.161,0.012,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.755,0.0,attacker,0,28.876,-0.194,1.645,21.955,-10.16,0.714,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.672,0.0,attacker,1,28.849,0.126,1.33,21.982,-10.194,-0.885,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.589,0.0,attacker,0,28.826,0.643,-0.109,21.958,-10.119,-2.683,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.506,0.0,attacker,1,28.763,0.0,-1.643,21.74,-10.097,-3.434,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.423,0.0,attacker,0,28.713,-0.188,-1.507,21.824,-10.184,-2.895,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.34,0.0,attacker,1,28.68,0.015,0.0,21.821,-10.308,-1.34,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.257,0.0,attacker,0,28.56,0.047,1.163,21.89,-10.314,-0.819,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.174,0.0,attacker,1,28.469,-0.04,1.706,22.046,-10.345,0.253,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.091,0.0,attacker,0,28.418,0.115,1.607,22.025,-10.357,-0.939,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,18.008,0.0,attacker,1,28.426,0.045,-0.452,22.018,-10.19,-3.623,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.925,0.0,attacker,0,28.336,-0.559,-1.717,21.996,-10.244,-3.566,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.842,0.0,attacker,1,28.324,-0.361,-1.158,22.356,-10.379,-2.679,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.759,0.0,attacker,0,28.263,-0.193,-0.037,22.451,-10.462,-1.477,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.676,0.0,attacker,1,28.147,-0.128,1.362,22.614,-10.496,-0.284,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.593,0.0,attacker,0,28.078,-0.057,1.405,22.705,-10.508,0.419,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.51,0.0,attacker,1,28.027,0.303,1.322,22.746,-10.515,-1.187,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.427,0.0,attacker,0,28.014,0.644,-0.35,22.686,-10.417,-3.094,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.344,0.0,attacker,1,27.937,-0.015,-1.875,22.506,-10.434,-3.484,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.261,0.0,attacker,0,27.914,-0.033,-1.278,22.523,-10.544,-2.728,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.178,0.0,attacker,1,27.869,0.185,0.19,22.545,-10.658,-1.265,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.095,0.0,attacker,0,27.756,0.229,1.213,22.633,-10.673,-0.652,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,17.012,0.0,attacker,1,27.683,0.184,1.412,22.692,-10.698,0.273,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.929,0.0,attacker,0,27.611,0.418,1.645,22.648,-10.713,-0.87,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.846,0.0,attacker,1,27.622,0.318,-0.569,22.377,-10.578,-3.349,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.763,0.0,attacker,0,27.526,-0.144,-1.917,22.401,-10.623,-3.352,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.68,0.0,attacker,1,27.527,-0.168,-1.106,22.476,-10.779,-2.19,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.597,0.0,attacker,0,27.473,0.019,-0.118,22.527,-10.848,-1.127,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.514,0.0,attacker,1,27.353,0.081,1.419,22.647,-10.868,-0.184,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.431,0.0,attacker,0,27.267,0.072,1.592,22.713,-10.867,0.59,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.348,0.0,attacker,1,27.245,0.347,1.113,22.714,-10.903,-0.714,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.265,0.0,attacker,0,27.222,0.776,-0.025,22.622,-10.862,-2.32,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.182,0.0,attacker,1,27.165,0.104,-1.566,22.271,-10.827,-3.288,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.099,0.0,attacker,0,27.113,-0.071,-1.475,22.335,-10.894,-2.925,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,16.016,0.0,attacker,1,27.09,0.118,0.043,22.357,-11.037,-1.373,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.933,0.0,attacker,0,26.982,0.162,1.069,22.397,-11.057,-0.736,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.85,0.0,attacker,1,26.886,0.117,1.696,22.513,-11.083,0.334,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.767,0.0,attacker,0,26.834,0.305,1.601,22.49,-11.098,-0.873,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.684,0.0,attacker,1,26.854,0.159,-0.539,22.366,-10.934,-3.578,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.601,0.0,attacker,0,26.76,-0.361,-1.807,22.322,-11.0,-3.433,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.518,0.0,attacker,1,26.755,-0.271,-1.135,22.556,-11.147,-2.416,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.435,0.0,attacker,0,26.703,-0.064,-0.011,22.621,-11.232,-1.257,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.352,0.0,attacker,1,26.583,-0.0,1.412,22.743,-11.257,-0.11,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.269,0.0,attacker,0,26.509,0.068,1.531,22.843,-11.264,0.587,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.186,0.0,attacker,1,26.477,0.411,1.249,22.836,-11.292,-0.985,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.103,0.0,attacker,0,26.465,0.607,-0.255,22.678,-11.215,-2.778,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,15.02,0.0,attacker,1,26.399,0.009,-1.8,22.491,-11.231,-3.283,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.937,0.0,attacker,0,26.366,-0.02,-1.408,22.549,-11.333,-2.589,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.854,0.0,attacker,1,26.329,0.207,0.147,22.546,-11.451,-1.004,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.771,0.0,attacker,0,26.224,0.256,1.206,22.642,-11.471,-0.445,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.688,0.0,attacker,1,26.141,0.183,1.594,22.686,-11.489,0.479,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.605,0.0,attacker,0,26.084,0.411,1.549,22.677,-11.512,-0.613,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.522,0.0,attacker,1,26.109,0.469,-0.588,22.407,-11.409,-3.109,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.439,0.0,attacker,0,26.036,-0.011,-1.575,22.344,-11.447,-3.188,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.356,0.0,attacker,1,26.016,-0.109,-1.109,22.434,-11.577,-2.316,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.273,0.0,attacker,0,25.973,0.051,-0.029,22.457,-11.668,-1.204,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.19,0.0,attacker,1,25.851,0.104,1.414,22.571,-11.693,-0.14,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.107,0.0,attacker,0,25.774,0.086,1.59,22.661,-11.702,0.532,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,14.024,0.0,attacker,1,25.752,0.391,1.142,22.649,-11.724,-1.095,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.941,0.0,attacker,0,25.748,0.469,-0.283,22.533,-11.641,-2.916,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.858,0.0,attacker,1,25.68,-0.081,-1.751,22.427,-11.661,-3.341,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.775,0.0,attacker,0,25.651,-0.11,-1.288,22.471,-11.766,-2.659,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.692,0.0,attacker,1,25.608,0.063,0.295,22.498,-11.889,-1.118,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.609,0.0,attacker,0,25.506,0.065,1.185,22.591,-11.914,-0.422,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.526,0.0,attacker,1,25.443,0.133,1.36,22.683,-11.943,0.311,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.443,0.0,attacker,0,25.376,0.474,1.481,22.708,-11.949,-1.053,,,,,,,
0.0,Unknown,3,RedTeam,,22.0,13.36,0.0,attacker,1,25.404,0.102,-0.541,22.445,-11.83,-3.309,,,,,,,
